year,metric,season,temperature_c,in_common_window,baseline_period,missing_type
1999,mean,annual,10.61,TRUE,1991_2020,observed
2000,mean,winter,5.3,TRUE,1991_2020,observed
2000,mean,spring,9.16,TRUE,1991_2020,observed
2000,mean,summer,15.67,TRUE,1991_2020,observed
2000,mean,autumn,10.6,TRUE,1991_2020,observed
2000,mean,annual,10.25,TRUE,1991_2020,observed
2001,mean,winter,4.32,TRUE,1991_2020,observed
2001,mean,spring,8.52,TRUE,1991_2020,observed
2001,mean,summer,16.1,TRUE,1991_2020,observed
2001,mean,autumn,11.43,TRUE,1991_2020,observed
2001,mean,annual,9.96,TRUE,1991_2020,observed
2002,mean,winter,5.28,TRUE,1991_2020,observed
2002,mean,spring,9.61,TRUE,1991_2020,observed
2002,mean,summer,15.73,TRUE,1991_2020,observed
2002,mean,autumn,10.92,TRUE,1991_2020,observed
2002,mean,annual,10.59,TRUE,1991_2020,observed
2003,mean,winter,4.71,TRUE,1991_2020,observed
2003,mean,spring,9.77,TRUE,1991_2020,observed
2003,mean,summer,17.28,TRUE,1991_2020,observed
2003,mean,autumn,10.5,TRUE,1991_2020,observed
2003,mean,annual,10.52,TRUE,1991_2020,observed
2004,mean,winter,5.11,TRUE,1991_2020,observed
2004,mean,spring,9.4,TRUE,1991_2020,observed
2004,mean,summer,16.25,TRUE,1991_2020,observed
2004,mean,autumn,11.01,TRUE,1991_2020,observed
2004,mean,annual,10.52,TRUE,1991_2020,observed
2005,mean,winter,5.28,TRUE,1991_2020,observed
2005,mean,spring,9.2,TRUE,1991_2020,observed
2005,mean,summer,16.31,TRUE,1991_2020,observed
2005,mean,autumn,11.5,TRUE,1991_2020,observed
2005,mean,annual,10.52,TRUE,1991_2020,observed
2006,mean,winter,4.28,TRUE,1991_2020,observed
2006,mean,spring,8.74,TRUE,1991_2020,observed
2006,mean,summer,17.32,TRUE,1991_2020,observed
2006,mean,autumn,12.64,TRUE,1991_2020,observed
2006,mean,annual,10.95,TRUE,1991_2020,observed
2007,mean,winter,6.55,TRUE,1991_2020,observed
2007,mean,spring,10.23,TRUE,1991_2020,observed
2007,mean,summer,15.35,TRUE,1991_2020,observed
2007,mean,autumn,10.65,TRUE,1991_2020,observed
2007,mean,annual,10.59,TRUE,1991_2020,observed
2008,mean,winter,5.77,TRUE,1991_2020,observed
2008,mean,spring,9.28,TRUE,1991_2020,observed
2008,mean,summer,15.58,TRUE,1991_2020,observed
2008,mean,autumn,10.05,TRUE,1991_2020,observed
2008,mean,annual,10.06,TRUE,1991_2020,observed
2009,mean,winter,3.66,TRUE,1991_2020,observed
2009,mean,spring,9.83,TRUE,1991_2020,observed
2009,mean,summer,15.96,TRUE,1991_2020,observed
2009,mean,autumn,11.47,TRUE,1991_2020,observed
2009,mean,annual,10.23,TRUE,1991_2020,observed
2010,mean,winter,2.53,TRUE,1991_2020,observed
2010,mean,spring,8.68,TRUE,1991_2020,observed
2010,mean,summer,15.96,TRUE,1991_2020,observed
2010,mean,autumn,9.76,TRUE,1991_2020,observed
2010,mean,annual,8.95,TRUE,1991_2020,observed
2011,mean,winter,3.13,TRUE,1991_2020,observed
2011,mean,spring,10.37,TRUE,1991_2020,observed
2011,mean,summer,14.91,TRUE,1991_2020,observed
2011,mean,autumn,12.41,TRUE,1991_2020,observed
2011,mean,annual,10.8,TRUE,1991_2020,observed
2012,mean,winter,5.22,TRUE,1991_2020,observed
2012,mean,spring,9.23,TRUE,1991_2020,observed
2012,mean,summer,15.34,TRUE,1991_2020,observed
2012,mean,autumn,9.81,TRUE,1991_2020,observed
2012,mean,annual,9.81,TRUE,1991_2020,observed
2013,mean,winter,3.95,TRUE,1991_2020,observed
2013,mean,spring,7,TRUE,1991_2020,observed
2013,mean,summer,16.4,TRUE,1991_2020,observed
2013,mean,autumn,10.78,TRUE,1991_2020,observed
2013,mean,annual,9.69,TRUE,1991_2020,observed
2014,mean,winter,6.18,TRUE,1991_2020,observed
2014,mean,spring,10.18,TRUE,1991_2020,observed
2014,mean,summer,16.05,TRUE,1991_2020,observed
2014,mean,autumn,12.03,TRUE,1991_2020,observed
2014,mean,annual,11.04,TRUE,1991_2020,observed
2015,mean,winter,4.66,TRUE,1991_2020,observed
2015,mean,spring,8.87,TRUE,1991_2020,observed
2015,mean,summer,15.38,TRUE,1991_2020,observed
2015,mean,autumn,11.03,TRUE,1991_2020,observed
2015,mean,annual,10.4,TRUE,1991_2020,observed
2016,mean,winter,6.83,TRUE,1991_2020,observed
2016,mean,spring,8.74,TRUE,1991_2020,observed
2016,mean,summer,16.49,TRUE,1991_2020,observed
2016,mean,autumn,10.8,TRUE,1991_2020,observed
2016,mean,annual,10.41,TRUE,1991_2020,observed
2017,mean,winter,5.43,TRUE,1991_2020,observed
2017,mean,spring,10.41,TRUE,1991_2020,observed
2017,mean,summer,16.25,TRUE,1991_2020,observed
2017,mean,autumn,10.9,TRUE,1991_2020,observed
2017,mean,annual,10.67,TRUE,1991_2020,observed
2018,mean,winter,4.47,TRUE,1991_2020,observed
2018,mean,spring,9.48,TRUE,1991_2020,observed
2018,mean,summer,17.41,TRUE,1991_2020,observed
2018,mean,autumn,10.86,TRUE,1991_2020,observed
2018,mean,annual,10.77,TRUE,1991_2020,observed
2019,mean,winter,5.94,TRUE,1991_2020,observed
2019,mean,spring,9.5,TRUE,1991_2020,observed
2019,mean,summer,16.38,TRUE,1991_2020,observed
2019,mean,autumn,10.15,TRUE,1991_2020,observed
2019,mean,annual,10.42,TRUE,1991_2020,observed
2020,mean,winter,6.27,TRUE,1991_2020,observed
2020,mean,spring,10.01,TRUE,1991_2020,observed
2020,mean,summer,16.32,TRUE,1991_2020,observed
2020,mean,autumn,10.98,TRUE,1991_2020,observed
2020,mean,annual,10.84,TRUE,1991_2020,observed
2021,mean,winter,4.5,TRUE,NA,observed
2021,mean,spring,8.09,TRUE,NA,observed
2021,mean,summer,16.47,TRUE,NA,observed
2021,mean,autumn,11.74,TRUE,NA,observed
2021,mean,annual,10.35,TRUE,NA,observed
2022,mean,winter,5.99,TRUE,NA,observed
2022,mean,spring,10.13,TRUE,NA,observed
2022,mean,summer,17.3,TRUE,NA,observed
2022,mean,autumn,12.16,TRUE,NA,observed
2022,mean,annual,11.18,TRUE,NA,observed
2023,mean,winter,5.02,TRUE,NA,observed
2023,mean,spring,9.46,TRUE,NA,observed
2023,mean,summer,16.51,TRUE,NA,observed
2023,mean,autumn,12.19,TRUE,NA,observed
2023,mean,annual,11.13,TRUE,NA,observed
2024,mean,winter,6.53,TRUE,NA,observed
2024,mean,spring,10.66,TRUE,NA,observed
2024,mean,summer,15.79,TRUE,NA,observed
2024,mean,autumn,10.9,TRUE,NA,observed
2024,mean,annual,10.96,TRUE,NA,observed
1878,min,winter,NA,FALSE,NA,structural_first_winter
1878,min,spring,4.97,FALSE,NA,observed
1878,min,summer,11.48,FALSE,NA,observed
1878,min,autumn,5.69,FALSE,NA,observed
1878,min,annual,5.73,FALSE,NA,observed
1879,min,winter,-1.93,TRUE,NA,observed
1879,min,spring,2.76,TRUE,NA,observed
1879,min,summer,10.36,TRUE,NA,observed
1879,min,autumn,5.63,TRUE,NA,observed
1879,min,annual,4.33,TRUE,NA,observed
1880,min,winter,-0.23,TRUE,NA,observed
1880,min,spring,4.08,TRUE,NA,observed
1880,min,summer,11.37,TRUE,NA,observed
1880,min,autumn,5.55,TRUE,NA,observed
1880,min,annual,5.61,TRUE,NA,observed
1881,min,winter,-0.27,TRUE,NA,observed
1881,min,spring,3.82,TRUE,NA,observed
1881,min,summer,10.4,TRUE,NA,observed
1881,min,autumn,6.37,TRUE,NA,observed
1881,min,annual,5.01,TRUE,NA,observed
1882,min,winter,2.65,TRUE,NA,observed
1882,min,spring,4.79,TRUE,NA,observed
1882,min,summer,10.33,TRUE,NA,observed
1882,min,autumn,5.88,TRUE,NA,observed
1882,min,annual,5.93,TRUE,NA,observed
1883,min,winter,2.09,TRUE,NA,observed
1883,min,spring,2.43,TRUE,NA,observed
1883,min,summer,10.16,TRUE,NA,observed
1883,min,autumn,6.34,TRUE,NA,observed
1883,min,annual,5.34,TRUE,NA,observed
1884,min,winter,3.03,TRUE,NA,observed
1884,min,spring,4.06,TRUE,NA,observed
1884,min,summer,11.01,TRUE,NA,observed
1884,min,autumn,6.16,TRUE,NA,observed
1884,min,annual,6.06,TRUE,NA,observed
1885,min,winter,1.84,TRUE,NA,observed
1885,min,spring,2.91,TRUE,NA,observed
1885,min,summer,9.79,TRUE,NA,observed
1885,min,autumn,5.26,TRUE,NA,observed
1885,min,annual,4.86,TRUE,NA,observed
1886,min,winter,-0.01,TRUE,NA,observed
1886,min,spring,3.65,TRUE,NA,observed
1886,min,summer,10.61,TRUE,NA,observed
1886,min,autumn,7.43,TRUE,NA,observed
1886,min,annual,5.29,TRUE,NA,observed
1887,min,winter,-0.24,TRUE,NA,observed
1887,min,spring,2.29,TRUE,NA,observed
1887,min,summer,10.54,TRUE,NA,observed
1887,min,autumn,4.47,TRUE,NA,observed
1887,min,annual,4.36,TRUE,NA,observed
1888,min,winter,0.04,TRUE,NA,observed
1888,min,spring,3,TRUE,NA,observed
1888,min,summer,9.82,TRUE,NA,observed
1888,min,autumn,5.85,TRUE,NA,observed
1888,min,annual,4.9,TRUE,NA,observed
1889,min,winter,1.13,TRUE,NA,observed
1889,min,spring,4.62,TRUE,NA,observed
1889,min,summer,10.74,TRUE,NA,observed
1889,min,autumn,6.25,TRUE,NA,observed
1889,min,annual,5.55,TRUE,NA,observed
1890,min,winter,1.33,TRUE,NA,observed
1890,min,spring,4.15,TRUE,NA,observed
1890,min,summer,10.03,TRUE,NA,observed
1890,min,autumn,6.14,TRUE,NA,observed
1890,min,annual,5.15,TRUE,NA,observed
1891,min,winter,-1.63,TRUE,NA,observed
1891,min,spring,2.7,TRUE,NA,observed
1891,min,summer,10.55,TRUE,NA,observed
1891,min,autumn,6.35,TRUE,NA,observed
1891,min,annual,4.85,TRUE,NA,observed
1892,min,winter,0.57,TRUE,NA,observed
1892,min,spring,2.57,TRUE,NA,observed
1892,min,summer,10.12,TRUE,NA,observed
1892,min,autumn,5.36,TRUE,NA,observed
1892,min,annual,4.49,TRUE,NA,observed
1893,min,winter,0.28,TRUE,NA,observed
1893,min,spring,4.66,TRUE,NA,observed
1893,min,summer,11.75,TRUE,NA,observed
1893,min,autumn,5.68,TRUE,NA,observed
1893,min,annual,5.87,TRUE,NA,observed
1894,min,winter,1.62,TRUE,NA,observed
1894,min,spring,4.22,TRUE,NA,observed
1894,min,summer,10.8,TRUE,NA,observed
1894,min,autumn,6.69,TRUE,NA,observed
1894,min,annual,5.92,TRUE,NA,observed
1895,min,winter,-1.4,TRUE,NA,observed
1895,min,spring,4.35,TRUE,NA,observed
1895,min,summer,10.84,TRUE,NA,observed
1895,min,autumn,6.08,TRUE,NA,observed
1895,min,annual,4.91,TRUE,NA,observed
1896,min,winter,1.92,TRUE,NA,observed
1896,min,spring,5.03,TRUE,NA,observed
1896,min,summer,11.01,TRUE,NA,observed
1896,min,autumn,5.07,TRUE,NA,observed
1896,min,annual,5.77,TRUE,NA,observed
1897,min,winter,1.51,TRUE,NA,observed
1897,min,spring,4.15,TRUE,NA,observed
1897,min,summer,11.52,TRUE,NA,observed
1897,min,autumn,6.5,TRUE,NA,observed
1897,min,annual,5.98,TRUE,NA,observed
1898,min,winter,2.86,TRUE,NA,observed
1898,min,spring,3.88,TRUE,NA,observed
1898,min,summer,10.66,TRUE,NA,observed
1898,min,autumn,7.81,TRUE,NA,observed
1898,min,annual,6.56,TRUE,NA,observed
1899,min,winter,2.97,TRUE,NA,observed
1899,min,spring,3.58,TRUE,NA,observed
1899,min,summer,11.71,TRUE,NA,observed
1899,min,autumn,6.53,TRUE,NA,observed
1899,min,annual,5.77,TRUE,NA,observed
1900,min,winter,0.57,TRUE,NA,observed
1900,min,spring,3.56,TRUE,NA,observed
1900,min,summer,11.43,TRUE,NA,observed
1900,min,autumn,6.78,TRUE,NA,observed
1900,min,annual,6.04,TRUE,NA,observed
1901,min,winter,1.96,TRUE,NA,observed
1901,min,spring,3.77,TRUE,NA,observed
1901,min,summer,11.17,TRUE,NA,observed
1901,min,autumn,5.96,TRUE,NA,observed
1901,min,annual,5.39,TRUE,NA,observed
1902,min,winter,0.69,TRUE,NA,observed
1902,min,spring,3.77,TRUE,NA,observed
1902,min,summer,10.19,TRUE,NA,observed
1902,min,autumn,6.68,TRUE,NA,observed
1902,min,annual,5.51,TRUE,NA,observed
1903,min,winter,2.97,TRUE,NA,observed
1903,min,spring,4.52,TRUE,NA,observed
1903,min,summer,10.26,TRUE,NA,observed
1903,min,autumn,7,TRUE,NA,observed
1903,min,annual,6.11,TRUE,NA,observed
1904,min,winter,1.41,TRUE,NA,observed
1904,min,spring,4.47,TRUE,NA,observed
1904,min,summer,10.66,TRUE,NA,observed
1904,min,autumn,5.54,TRUE,NA,observed
1904,min,annual,5.51,TRUE,NA,observed
1905,min,winter,1.61,TRUE,NA,observed
1905,min,spring,4.46,TRUE,NA,observed
1905,min,summer,11.29,TRUE,NA,observed
1905,min,autumn,4.83,TRUE,NA,observed
1905,min,annual,5.7,TRUE,NA,observed
1906,min,winter,1.94,TRUE,NA,observed
1906,min,spring,3.57,TRUE,NA,observed
1906,min,summer,10.83,TRUE,NA,observed
1906,min,autumn,7.13,TRUE,NA,observed
1906,min,annual,5.7,TRUE,NA,observed
1907,min,winter,0.5,TRUE,NA,observed
1907,min,spring,3.92,TRUE,NA,observed
1907,min,summer,9.83,TRUE,NA,observed
1907,min,autumn,6.37,TRUE,NA,observed
1907,min,annual,5.33,TRUE,NA,observed
1908,min,winter,1.48,TRUE,NA,observed
1908,min,spring,3.9,TRUE,NA,observed
1908,min,summer,10.41,TRUE,NA,observed
1908,min,autumn,7.37,TRUE,NA,observed
1908,min,annual,5.73,TRUE,NA,observed
1909,min,winter,0.72,TRUE,NA,observed
1909,min,spring,3.2,TRUE,NA,observed
1909,min,summer,10.01,TRUE,NA,observed
1909,min,autumn,5.9,TRUE,NA,observed
1909,min,annual,4.94,TRUE,NA,observed
1910,min,winter,1.3,TRUE,NA,observed
1910,min,spring,4.16,TRUE,NA,observed
1910,min,summer,10.89,TRUE,NA,observed
1910,min,autumn,5.54,TRUE,NA,observed
1910,min,annual,5.76,TRUE,NA,observed
1911,min,winter,2.51,TRUE,NA,observed
1911,min,spring,4.73,TRUE,NA,observed
1911,min,summer,11.83,TRUE,NA,observed
1911,min,autumn,6.1,TRUE,NA,observed
1911,min,annual,6.28,TRUE,NA,observed
1912,min,winter,2.54,TRUE,NA,observed
1912,min,spring,5.3,TRUE,NA,observed
1912,min,summer,10.75,TRUE,NA,observed
1912,min,autumn,4.95,TRUE,NA,observed
1912,min,annual,5.9,TRUE,NA,observed
1913,min,winter,2.6,TRUE,NA,observed
1913,min,spring,4.79,TRUE,NA,observed
1913,min,summer,10.44,TRUE,NA,observed
1913,min,autumn,7.75,TRUE,NA,observed
1913,min,annual,6.33,TRUE,NA,observed
1914,min,winter,2.57,TRUE,NA,observed
1914,min,spring,4.64,TRUE,NA,observed
1914,min,summer,10.98,TRUE,NA,observed
1914,min,autumn,6.29,TRUE,NA,observed
1914,min,annual,6.07,TRUE,NA,observed
1915,min,winter,1.84,TRUE,NA,observed
1915,min,spring,3.68,TRUE,NA,observed
1915,min,summer,10.31,TRUE,NA,observed
1915,min,autumn,4.73,TRUE,NA,observed
1915,min,annual,5.19,TRUE,NA,observed
1916,min,winter,2.84,TRUE,NA,observed
1916,min,spring,3.77,TRUE,NA,observed
1916,min,summer,10.25,TRUE,NA,observed
1916,min,autumn,6.91,TRUE,NA,observed
1916,min,annual,5.67,TRUE,NA,observed
1917,min,winter,-0.89,TRUE,NA,observed
1917,min,spring,2.93,TRUE,NA,observed
1917,min,summer,11.25,TRUE,NA,observed
1917,min,autumn,6.28,TRUE,NA,observed
1917,min,annual,4.96,TRUE,NA,observed
1918,min,winter,1.41,TRUE,NA,observed
1918,min,spring,4.29,TRUE,NA,observed
1918,min,summer,10.3,TRUE,NA,observed
1918,min,autumn,5.66,TRUE,NA,observed
1918,min,annual,5.85,TRUE,NA,observed
1919,min,winter,1.54,TRUE,NA,observed
1919,min,spring,4.03,TRUE,NA,observed
1919,min,summer,10.11,TRUE,NA,observed
1919,min,autumn,4.15,TRUE,NA,observed
1919,min,annual,4.83,TRUE,NA,observed
1920,min,winter,2.6,TRUE,NA,observed
1920,min,spring,5.47,TRUE,NA,observed
1920,min,summer,10.21,TRUE,NA,observed
1920,min,autumn,6.53,TRUE,NA,observed
1920,min,annual,6.15,TRUE,NA,observed
1921,min,winter,3.08,TRUE,NA,observed
1921,min,spring,4.57,TRUE,NA,observed
1921,min,summer,11.22,TRUE,NA,observed
1921,min,autumn,6.62,TRUE,NA,observed
1921,min,annual,6.54,TRUE,NA,observed
1922,min,winter,2.14,TRUE,NA,observed
1922,min,spring,3.62,TRUE,NA,observed
1922,min,summer,9.71,TRUE,NA,observed
1922,min,autumn,5.31,TRUE,NA,observed
1922,min,annual,5.19,TRUE,NA,observed
1923,min,winter,3.2,TRUE,NA,observed
1923,min,spring,4.23,TRUE,NA,observed
1923,min,summer,11.08,TRUE,NA,observed
1923,min,autumn,5.2,TRUE,NA,observed
1923,min,annual,5.73,TRUE,NA,observed
1924,min,winter,1.42,TRUE,NA,observed
1924,min,spring,3.46,TRUE,NA,observed
1924,min,summer,10.56,TRUE,NA,observed
1924,min,autumn,7.45,TRUE,NA,observed
1924,min,annual,6.04,TRUE,NA,observed
1925,min,winter,3.36,TRUE,NA,observed
1925,min,spring,4.36,TRUE,NA,observed
1925,min,summer,11.16,TRUE,NA,observed
1925,min,autumn,5.24,TRUE,NA,observed
1925,min,annual,5.67,TRUE,NA,observed
1926,min,winter,2.18,TRUE,NA,observed
1926,min,spring,4.86,TRUE,NA,observed
1926,min,summer,11.45,TRUE,NA,observed
1926,min,autumn,6.2,TRUE,NA,observed
1926,min,annual,6.34,TRUE,NA,observed
1927,min,winter,1.72,TRUE,NA,observed
1927,min,spring,4.93,TRUE,NA,observed
1927,min,summer,11.06,TRUE,NA,observed
1927,min,autumn,6.72,TRUE,NA,observed
1927,min,annual,6.01,TRUE,NA,observed
1928,min,winter,1.74,TRUE,NA,observed
1928,min,spring,4.7,TRUE,NA,observed
1928,min,summer,10.52,TRUE,NA,observed
1928,min,autumn,6.66,TRUE,NA,observed
1928,min,annual,5.94,TRUE,NA,observed
1929,min,winter,-0.67,TRUE,NA,observed
1929,min,spring,3.2,TRUE,NA,observed
1929,min,summer,10.41,TRUE,NA,observed
1929,min,autumn,6.67,TRUE,NA,observed
1929,min,annual,5.16,TRUE,NA,observed
1930,min,winter,2.36,TRUE,NA,observed
1930,min,spring,4.57,TRUE,NA,observed
1930,min,summer,11.23,TRUE,NA,observed
1930,min,autumn,6.95,TRUE,NA,observed
1930,min,annual,6.15,TRUE,NA,observed
1931,min,winter,1.15,TRUE,NA,observed
1931,min,spring,4.01,TRUE,NA,observed
1931,min,summer,11.06,TRUE,NA,observed
1931,min,autumn,5.96,TRUE,NA,observed
1931,min,annual,5.67,TRUE,NA,observed
1932,min,winter,2.21,TRUE,NA,observed
1932,min,spring,3.75,TRUE,NA,observed
1932,min,summer,11.57,TRUE,NA,observed
1932,min,autumn,6.12,TRUE,NA,observed
1932,min,annual,5.97,TRUE,NA,observed
1933,min,winter,1.35,TRUE,NA,observed
1933,min,spring,5.02,TRUE,NA,observed
1933,min,summer,12.08,TRUE,NA,observed
1933,min,autumn,6.81,TRUE,NA,observed
1933,min,annual,6.01,TRUE,NA,observed
1934,min,winter,0.31,TRUE,NA,observed
1934,min,spring,4,TRUE,NA,observed
1934,min,summer,11.22,TRUE,NA,observed
1934,min,autumn,7.11,TRUE,NA,observed
1934,min,annual,6.24,TRUE,NA,observed
1935,min,winter,3.84,TRUE,NA,observed
1935,min,spring,4.27,TRUE,NA,observed
1935,min,summer,11.57,TRUE,NA,observed
1935,min,autumn,6.71,TRUE,NA,observed
1935,min,annual,6.13,TRUE,NA,observed
1936,min,winter,0.45,TRUE,NA,observed
1936,min,spring,4.48,TRUE,NA,observed
1936,min,summer,11.38,TRUE,NA,observed
1936,min,autumn,6.43,TRUE,NA,observed
1936,min,annual,5.88,TRUE,NA,observed
1937,min,winter,2.72,TRUE,NA,observed
1937,min,spring,4.72,TRUE,NA,observed
1937,min,summer,11.4,TRUE,NA,observed
1937,min,autumn,6.13,TRUE,NA,observed
1937,min,annual,6.1,TRUE,NA,observed
1938,min,winter,2.03,TRUE,NA,observed
1938,min,spring,4.55,TRUE,NA,observed
1938,min,summer,11.23,TRUE,NA,observed
1938,min,autumn,7.85,TRUE,NA,observed
1938,min,annual,6.54,TRUE,NA,observed
1939,min,winter,2.06,TRUE,NA,observed
1939,min,spring,4.77,TRUE,NA,observed
1939,min,summer,11.2,TRUE,NA,observed
1939,min,autumn,6.97,TRUE,NA,observed
1939,min,annual,6.18,TRUE,NA,observed
1940,min,winter,-1.22,TRUE,NA,observed
1940,min,spring,4.63,TRUE,NA,observed
1940,min,summer,10.96,TRUE,NA,observed
1940,min,autumn,6.1,TRUE,NA,observed
1940,min,annual,5.16,TRUE,NA,observed
1941,min,winter,0.1,TRUE,NA,observed
1941,min,spring,3.12,TRUE,NA,observed
1941,min,summer,11.32,TRUE,NA,observed
1941,min,autumn,7.15,TRUE,NA,observed
1941,min,annual,5.6,TRUE,NA,observed
1942,min,winter,-0.39,TRUE,NA,observed
1942,min,spring,4.32,TRUE,NA,observed
1942,min,summer,11.15,TRUE,NA,observed
1942,min,autumn,6.22,TRUE,NA,observed
1942,min,annual,5.48,TRUE,NA,observed
1943,min,winter,3.31,TRUE,NA,observed
1943,min,spring,5.11,TRUE,NA,observed
1943,min,summer,11.27,TRUE,NA,observed
1943,min,autumn,6.49,TRUE,NA,observed
1943,min,annual,6.27,TRUE,NA,observed
1944,min,winter,1.67,TRUE,NA,observed
1944,min,spring,4.41,TRUE,NA,observed
1944,min,summer,11.62,TRUE,NA,observed
1944,min,autumn,6.05,TRUE,NA,observed
1944,min,annual,5.95,TRUE,NA,observed
1945,min,winter,0.85,TRUE,NA,observed
1945,min,spring,5.58,TRUE,NA,observed
1945,min,summer,11.63,TRUE,NA,observed
1945,min,autumn,8.08,TRUE,NA,observed
1945,min,annual,6.66,TRUE,NA,observed
1946,min,winter,1.8,TRUE,NA,observed
1946,min,spring,4.08,TRUE,NA,observed
1946,min,summer,10.63,TRUE,NA,observed
1946,min,autumn,7.75,TRUE,NA,observed
1946,min,annual,5.9,TRUE,NA,observed
1947,min,winter,-1.24,TRUE,NA,observed
1947,min,spring,4.65,TRUE,NA,observed
1947,min,summer,12.32,TRUE,NA,observed
1947,min,autumn,7.1,TRUE,NA,observed
1947,min,annual,5.97,TRUE,NA,observed
1948,min,winter,2.52,TRUE,NA,observed
1948,min,spring,4.68,TRUE,NA,observed
1948,min,summer,10.92,TRUE,NA,observed
1948,min,autumn,7.03,TRUE,NA,observed
1948,min,annual,6.31,TRUE,NA,observed
1949,min,winter,2.56,TRUE,NA,observed
1949,min,spring,4.54,TRUE,NA,observed
1949,min,summer,11.34,TRUE,NA,observed
1949,min,autumn,8.08,TRUE,NA,observed
1949,min,annual,6.66,TRUE,NA,observed
1950,min,winter,2.33,TRUE,NA,observed
1950,min,spring,4.78,TRUE,NA,observed
1950,min,summer,11.69,TRUE,NA,observed
1950,min,autumn,6.34,TRUE,NA,observed
1950,min,annual,5.95,TRUE,NA,observed
1951,min,winter,0.5,TRUE,NA,observed
1951,min,spring,3.32,TRUE,NA,observed
1951,min,summer,10.73,TRUE,NA,observed
1951,min,autumn,7.31,TRUE,NA,observed
1951,min,annual,5.79,TRUE,NA,observed
1952,min,winter,0.89,TRUE,NA,observed
1952,min,spring,5.83,TRUE,NA,observed
1952,min,summer,11.47,TRUE,NA,observed
1952,min,autumn,4.72,TRUE,NA,observed
1952,min,annual,5.52,TRUE,NA,observed
1953,min,winter,0.73,TRUE,NA,observed
1953,min,spring,4.02,TRUE,NA,observed
1953,min,summer,11.21,TRUE,NA,observed
1953,min,autumn,7.15,TRUE,NA,observed
1953,min,annual,6.2,TRUE,NA,observed
1954,min,winter,1.63,TRUE,NA,observed
1954,min,spring,4.19,TRUE,NA,observed
1954,min,summer,10.54,TRUE,NA,observed
1954,min,autumn,7.15,TRUE,NA,observed
1954,min,annual,5.86,TRUE,NA,observed
1955,min,winter,1.03,TRUE,NA,observed
1955,min,spring,3.39,TRUE,NA,observed
1955,min,summer,11.63,TRUE,NA,observed
1955,min,autumn,6.37,TRUE,NA,observed
1955,min,annual,5.46,TRUE,NA,observed
1956,min,winter,-0.01,TRUE,NA,observed
1956,min,spring,3.72,TRUE,NA,observed
1956,min,summer,10.34,TRUE,NA,observed
1956,min,autumn,6.6,TRUE,NA,observed
1956,min,annual,5.27,TRUE,NA,observed
1957,min,winter,2.78,TRUE,NA,observed
1957,min,spring,5.39,TRUE,NA,observed
1957,min,summer,11.12,TRUE,NA,observed
1957,min,autumn,6.8,TRUE,NA,observed
1957,min,annual,6.39,TRUE,NA,observed
1958,min,winter,1.25,TRUE,NA,observed
1958,min,spring,3.57,TRUE,NA,observed
1958,min,summer,11.23,TRUE,NA,observed
1958,min,autumn,7.73,TRUE,NA,observed
1958,min,annual,6.02,TRUE,NA,observed
1959,min,winter,0.82,TRUE,NA,observed
1959,min,spring,5.55,TRUE,NA,observed
1959,min,summer,11.67,TRUE,NA,observed
1959,min,autumn,7.15,TRUE,NA,observed
1959,min,annual,6.4,TRUE,NA,observed
1960,min,winter,1.85,TRUE,NA,observed
1960,min,spring,5.34,TRUE,NA,observed
1960,min,summer,10.94,TRUE,NA,observed
1960,min,autumn,6.96,TRUE,NA,observed
1960,min,annual,6.14,TRUE,NA,observed
1961,min,winter,2.15,TRUE,1961_1990,observed
1961,min,spring,5.48,TRUE,1961_1990,observed
1961,min,summer,10.56,TRUE,1961_1990,observed
1961,min,autumn,7.08,TRUE,1961_1990,observed
1961,min,annual,6.17,TRUE,1961_1990,observed
1962,min,winter,0.73,TRUE,1961_1990,observed
1962,min,spring,3.13,TRUE,1961_1990,observed
1962,min,summer,10.31,TRUE,1961_1990,observed
1962,min,autumn,6.13,TRUE,1961_1990,observed
1962,min,annual,5.05,TRUE,1961_1990,observed
1963,min,winter,-3.13,TRUE,1961_1990,observed
1963,min,spring,4.59,TRUE,1961_1990,observed
1963,min,summer,10.51,TRUE,1961_1990,observed
1963,min,autumn,7.39,TRUE,1961_1990,observed
1963,min,annual,4.97,TRUE,1961_1990,observed
1964,min,winter,0.81,TRUE,1961_1990,observed
1964,min,spring,5.12,TRUE,1961_1990,observed
1964,min,summer,10.94,TRUE,1961_1990,observed
1964,min,autumn,6.15,TRUE,1961_1990,observed
1964,min,annual,5.81,TRUE,1961_1990,observed
1965,min,winter,0.62,TRUE,1961_1990,observed
1965,min,spring,4.1,TRUE,1961_1990,observed
1965,min,summer,10.54,TRUE,1961_1990,observed
1965,min,autumn,5.81,TRUE,1961_1990,observed
1965,min,annual,5.41,TRUE,1961_1990,observed
1966,min,winter,1.88,TRUE,1961_1990,observed
1966,min,spring,4.57,TRUE,1961_1990,observed
1966,min,summer,10.94,TRUE,1961_1990,observed
1966,min,autumn,6.51,TRUE,1961_1990,observed
1966,min,annual,6.07,TRUE,1961_1990,observed
1967,min,winter,2.41,TRUE,1961_1990,observed
1967,min,spring,4.86,TRUE,1961_1990,observed
1967,min,summer,11.14,TRUE,1961_1990,observed
1967,min,autumn,6.81,TRUE,1961_1990,observed
1967,min,annual,6.24,TRUE,1961_1990,observed
1968,min,winter,0.91,TRUE,1961_1990,observed
